dt,date,time,dayoftheweek,latitude,longitude,site_name,site_code,source_id,PM1,PM10,PM25,AQI,NO2,O3,SO2
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.75327,-1.223105,Cheney School,OPENAQ_Cheney-School228273,OPENAQ,0.6,8.4,7.6,1.0,,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.75119,-1.273704,Bridge Street,OPENAQ_Bridge-Street227878,OPENAQ,0.6,15.6,14.8,1.0,,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.508198,0.015002152,Newham - Hoola Tower,OPENAQ_Newham---Hoola-Tower227060,OPENAQ,,,,1.0,11.1,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.52253,-0.042155,Tower Hamlets Roadside,OPENAQ_Tower-Hamlets-Roadside151,OPENAQ,,,,1.0,8.0,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.47707,0.317969,Thurrock,OPENAQ_Thurrock2395,OPENAQ,,12.0,,2.0,7.0,33.0,2.0
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.534668,0.027725,"London Borough of Newham, Upton Park","OPENAQ_London-Borough-of-Newham,-Upton-Park73049",OPENAQ,4.3,6.2,5.2,1.0,,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.5168016452062,-0.145657269364411,Westminster - Cavendish Square,OPENAQ_Westminster---Cavendish-Square225835,OPENAQ,,20.0,,2.0,17.2,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.614864007,-0.0507658363689,Enfield - Derby Road,OPENAQ_Enfield---Derby-Road225707,OPENAQ,,,,1.0,2.3,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.66864334727,-0.02200720557,Enfield - Prince of Wales School,OPENAQ_Enfield---Prince-of-Wales-School225730,OPENAQ,,,,1.0,1.9,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.744804,-1.260278,St. Ebbes no 3,OPENAQ_St.-Ebbes-no-3224922,OPENAQ,0.0,17.0,15.5,1.0,,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.5993,-0.068218,Haringey Roadside,OPENAQ_Haringey-Roadside60,OPENAQ,,,,1.0,6.0,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.744806,-1.260278,Oxford St Ebbes,OPENAQ_Oxford-St-Ebbes2469,OPENAQ,,5.0,3.0,1.0,2.0,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.772064,-1.274198,Stone Meadow,OPENAQ_Stone-Meadow277618,OPENAQ,1.4,5.0,0.1,1.0,,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.743694,-1.22639,Belvedere out,OPENAQ_Belvedere-out68091,OPENAQ,1.6,10.9,9.9,1.0,,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.552656,-0.248774,Brent - Neasden Lane,OPENAQ_Brent---Neasden-Lane225715,OPENAQ,,4.3,,2.0,48.8,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.89246,-0.404556,Alliances 4 Less Luton_1,OPENAQ_Alliances-4-Less-Luton_171447,OPENAQ,2.4,2.0,4.7,1.0,,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.584128,-0.125254,London Haringey Priory Park South,OPENAQ_London-Haringey-Priory-Park-South150,OPENAQ,,,,2.0,4.0,49.0,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.613865,-0.125338,Enfield - Bowes Primary School,OPENAQ_Enfield---Bowes-Primary-School225711,OPENAQ,,6.5,,1.0,38.9,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.77798,1.049031,St Osyth,OPENAQ_St-Osyth1795,OPENAQ,,,,2.0,1.0,55.0,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.766838,-1.269842,Kingston Canal,OPENAQ_Kingston-Canal224265,OPENAQ,0.0,2.5,8.2,1.0,,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,52.191326,0.127787,Aberdeen Avenue,OPENAQ_Aberdeen-Avenue64499,OPENAQ,7.3,1.0,0.7,1.0,,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,52.07528,0.810426,"Haymarket Farm, Little Waldingfield ","OPENAQ_Haymarket-Farm,-Little-Waldingfield-63805",OPENAQ,1.2,1.1,0.9,1.0,,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,53.02821,-2.175133,Stoke-on-Trent Centre,OPENAQ_Stoke-on-Trent-Centre2579,OPENAQ,,5.0,3.0,2.0,6.0,55.0,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.748257,-1.232682,East Avenue,OPENAQ_East-Avenue228032,OPENAQ,1.1,6.5,5.9,1.0,,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.746227,-1.295785,Crabtree Rd,OPENAQ_Crabtree-Rd225338,OPENAQ,0.2,2.6,2.2,1.0,,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,52.28881,-1.533119,Leamington Spa,OPENAQ_Leamington-Spa2535,OPENAQ,,3.0,1.0,1.0,25.0,85.0,
1645516754,2022-02-22,07:59:14.996138,Tuesday,52.502436,-2.003497,Oldbury Birmingham Road,OPENAQ_Oldbury-Birmingham-Road406,OPENAQ,,,,1.0,14.0,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,52.687298,-1.980821,Cannock A5190 Roadside,OPENAQ_Cannock-A5190-Roadside3529,OPENAQ,,,,1.0,3.0,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.781784,-4.691462,Narberth,OPENAQ_Narberth2400,OPENAQ,,5.0,15.0,2.0,4.0,70.0,5.0
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.76769,-1.271562,"Brindley Close, Oxford, OX26XN","OPENAQ_Brindley-Close,-Oxford,-OX26XN227943",OPENAQ,6.5,9.7,1.9,1.0,,,
1645516754,2022-02-22,07:59:14.996138,Tuesday,51.7535,-1.213152,"Old Road, Oxford,UK","OPENAQ_Old-Road,-Oxford,UK232094",OPENAQ,2.2,10.4,9.0,1.0,,,
